Εταίρος ΕΦΔ,Κωδικός Πρότασης,Επωνυμία Επιχείρησης,ΚΑΔ Επένδυσης,Περιγραφή ΚΑΔ Επένδυσης,Περιφέρεια Υλοποίησης,ΠΕΠ,Συνολικός Προϋπολογισμός,Επιχορηγούμενος Προϋπολογισμός,Δημόσια Δαπάνη Ολοκλήρωσης
ΔΕΣΜΟΣ,ΕΞ-00561                      ,ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ ΠΡΟΙΟΝΤΩΝ ΞΥΛΟΥ ΚΑΙ ΜΕΤΑΛΛΟΥ,20.16.2,"Παραγωγή πολυμερών του στυρόλιου, σε πρωτογενείς μορφές",ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),50682.00,37600.00,16920.00
ΔΕΣΜΟΣ,ΕΞ-00673                      ,VERTITECH AE,62.01.11.01,"Παραγωγή προγραμμάτων ηλεκτρονικών υπολογιστών, που παράγονται ή ολοκληρώνονται κατόπιν παραγγελίας",ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),53117.49,53117.49,26406.59
ΔΕΣΜΟΣ,ΕΞ-00880                      ,ΚΥΚΛΩΨ Α.Ε. ΣΚΟΥΠΕΣ ΠΛΑΣΤΙΚΑ,22.29.23,"Κατασκευή επιτραπέζιων σκευών, μαγειρικών σκευών, άλλων οικιακών ειδών και ειδών καλλωπισμού από πλαστικές ύλες",ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),177107.58,168765.16,75944.32
ΔΕΣΜΟΣ,ΕΞ-00885                      ,ΙΝΤΕΡΠΛΑΣΤ  ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ -  ΣΥΣΤΗΜΑΤΑ ΣΩΛΗΝΩΣΕΩΝ ΥΔΡΕΥΣΗΣ – ΘΕΡΜΑΝΣΗΣ – ΑΠΟΧΕΤΕΥΣΗΣ,22.21.29,"Κατασκευή άλλων αγωγών, σωλήνων, μάνικων και εξαρτημάτων τους, από πλαστικές ύλες",ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),178007.72,178007.72,80103.47
ΔΕΣΜΟΣ,ΕΞ-01192                      ,ΜΑΣΣ ΦΑΣΙΟΝ Α.Ε.,14.14.30,"Κατασκευή ""T-shirt"" και φανελακιών κάθε είδους, πλεκτών ή κροσέ",ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),120828.32,118937.00,53521.65
ΔΕΣΜΟΣ,ΕΞ-01304                      ,InfoRez Ομορρυθμη Εταιρεία,70.22.11,Υπηρεσίες παροχής συμβουλών στρατηγικής διαχείρισης,ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),38407.00,38407.00,17124.62
ΔΕΣΜΟΣ,ΕΞ-01323                      ,ΕΛΒΕ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,14.13,Κατασκευή άλλων εξωτερικών ενδυμάτων,ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),85740.00,85400.00,38430.00
ΔΕΣΜΟΣ,ΕΞ-01326                      ,ΒΕΖΕΡΗΣ Δ.  ΚΑΙ ΣΙΑ Ε.Ε.,62.01.11.07,"Υπηρεσίες σχεδιασμού, υποστήριξης και ολοκλήρωσης συστήματος λογισμικού",ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),50338.29,45468.29,20460.73
ΔΕΣΜΟΣ,ΕΞ-01408                      ,Γ ΛΑΖΑΡΙΔΗΣ ΜΑΡΜΑΡΑ ΔΡΑΜΑΣ ΑΕ,23.70.11,"Κοπή, μορφοποίηση και τελική επεξεργασία μαρμάρου, τραβερτίνη, αλάβαστρου, επεξεργασμένων και προϊόντων τους (εκτός από κυβόλιθους για λιθόστρωτα δρόμων ή πεζοδρομίων, πλάκες για στρώσιμο, πλακίδια, κύβους κλπ) τεχνητά χρωματισμένων κόκκων, χαλικιού και σ",ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεγάλες),85485.45,85485.45,33969.49
ΔΕΣΜΟΣ,ΕΞ-01412                      ,Π. ΚΑΤΣΑΡΩΝΑΣ ΚΑΙ ΣΙΑ Ο.Ε.,62.01.29,Παραγωγή πρωτοτύπων άλλου λογισμικού,ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ & ΘΡΑΚΗ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),49165.73,49165.73,22124.58
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00030                      ,ΣΚΑΡΤΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,24.42.11,"Παραγωγή αλουμίνιου (αργίλιου), ακατέργαστου",ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),86332.50,86332.50,38620.12
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00155                      ,ΠΑΠΑΔΗΜΗΤΡΙΟΥ Χ.Κ. ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΙΑ ΤΡΟΦΙΜΩΝ,10.84.11,Παραγωγή ξιδιού και υποκατάστατων του ξιδιού που λαμβάνονται από το οξικό οξύ,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),248180.00,245500.00,110475.00
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00268                      ,ΤΣΟΥΝΗΣ ΛΟΥΚΑΣ & ΣΙΑ Ε.Ε.,62.01,Δραστηριότητες προγραμματισμού ηλεκτρονικών συστημάτων,ΗΠΕΙΡΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),100640.04,100640.04,50320.02
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00453                      ,ΣΔΟΥΚΟΣ Α.Ε.,46.37.10,"Χονδρικό εμπόριο καφέ, τσαγιού, κακάου και μπαχαρικών",ΗΠΕΙΡΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),168502.07,168502.07,84251.04
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00493                      ,ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ ΕΙΔΩΝ ΚΛΙΜΑΤΙΣΜΟΥ  ΗΛΙΑΚΩΝ ΘΕΡΜΟΣΥΦΩΝΩΝ ΚΑΙ ΜΗΧΑΝΗΜΑΤΩΝ ΗΠΙΑΣ ΕΝΕΡΓΕΙΑΣ,27.51.24.01,"Κατασκευή ηλιακών θερμοσίφωνων, ηλεκτρικών",ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),61803.00,61803.00,27811.35
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00495                      ,ΚΩΖΑΤ ΕΛΛΗΝΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΤΡΟΦΙΜΩΝ ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,10.85.13,Παραγωγή έτοιμων γευμάτων και φαγητών με βάση τα λαχανικά,ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),65954.47,65954.47,29447.36
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00557                      ,ΑΧΑΙΚΑ ΠΛΑΣΤΙΚΑ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΑΕΒΕ,22.21.42,"Κατασκευή άλλων πλακών, φύλλων, μεμβρανών, λεπτών φύλλων και λωρίδων από πλαστικές ύλες, μη κυψελώδεις",ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),162149.62,162149.62,72967.33
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00602                      ,Α. ΜΑΤΘΑΙΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ Ο.Ε.,22.21.29,"Κατασκευή άλλων αγωγών, σωλήνων, μάνικων και εξαρτημάτων τους, από πλαστικές ύλες",ΗΠΕΙΡΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),31050.00,31050.00,13972.50
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00604                      ,ΝΙΚΟΣ ΜΑΝΙΑΤΟΠΟΥΛΟΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,30.92.10,"Κατασκευή ποδηλάτων και άλλων δίτροχων, χωρίς κινητήρα",ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),81971.25,81971.25,36887.06
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00633                      ,PALLAS Α.Ε. ΖΑΧΑΡΩΔΗ,10.82,"Παραγωγή κακάου, σοκολάτας και ζαχαρωτών",ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),213451.97,213451.97,96053.39
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00640                      ,ΗΛΕΚΤΡΟΝΙΚΕΣ ΕΚΤΥΠΩΤΙΚΕΣ ΕΦΑΡΜΟΓΕΣ ΑΕ,17.29,Κατασκευή άλλων ειδών από χαρτί και χαρτόνι,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),110337.16,110337.16,49651.72
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00707                      ,ΘΥΡΑΤΡΟΝ ΗΛΕΚΤΡΟΝΙΚΕΣ ΕΦΑΡΜΟΓΕΣ A.E.,26.20.15,"Κατασκευή άλλων ψηφιακών αυτόματων μηχανών επεξεργασίας δεδομένων, είτε περιέχουν ή δεν περιέχουν στο ίδιο περίβλημα μια ή δύο από τους παρακάτω τύπους μονάδων: μονάδες μνήμης, μονάδες εισόδου, μονάδες εξόδου",ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),119681.92,119681.92,53856.86
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00730                      ,ΝΙΚΟΛΑΟΣ ΚΟΛΙΟΝΑΣΙΟΣ ΚΑΙ ΣΙΑ Ο.Ε.,10.71.12,Παραγωγή νωπών ειδών ζαχαροπλαστικής και γλυκισμάτων,ΗΠΕΙΡΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),133632.48,133632.48,66518.73
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00761                      ,ΒΙΟΤΕΧΝΙΑ ΦΛΑΞ ΕΠΕ,13.10.26,"Παραγωγή γιούτας και άλλων υφαντικών ινών (με εξαίρεση το λινάρι, την κάνναβη και το ραμί), κατεργασμένων, αλλά όχι νηματοποιημένων",ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),111023.87,111023.87,49960.74
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00824                      ,ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ  ΑΝΑΨΥΚΤΙΚΩΝ- ΧΥΜΩΝ,11.07.19.01,Παραγωγή αεριούχων ή μη αναψυκτικών,ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),246877.95,246877.95,111095.08
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00968                      ,ΚΑΙΝΟΤΟΜΙΕΣ ΒΕΡΔΕ – ΚΥΒΙΚΑ ΛΟΓΙΚΑ ΠΑΙΧΝΙΔΙΑ Α.Ε.Β.Ε.,32.40.32,Κατασκευή συναρμολογούμενων παιχνιδιών-σπαζοκεφαλιών,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),137535.42,137535.42,61890.94
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-00976                      ,ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΖΑΧΑΡΩΔΩΝ ΠΡΟΙΟΝΤΩΝ,10.82.2,Παραγωγή προϊόντων σοκολατοποιίας και ζαχαροπλαστικής,ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),125030.70,125030.70,56263.82
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01168                      ,ΣΟΦΙΚΙΤΗ ΔΙΑΚΟΣΜΗΤΙΚΑ ΠΕΤΡΩΜΑΤΑ  ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,23.70.11,"Κοπή, μορφοποίηση και τελική επεξεργασία μαρμάρου, τραβερτίνη, αλάβαστρου, επεξεργασμένων και προϊόντων τους (εκτός από κυβόλιθους για λιθόστρωτα δρόμων ή πεζοδρομίων, πλάκες για στρώσιμο, πλακίδια, κύβους κλπ) τεχνητά χρωματισμένων κόκκων, χαλικιού και σ",ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),104958.67,104958.67,47231.40
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01176                      ,ΕΝΩΣΗ ΑΓΡΟΤΙΚΩΝ ΣΥΝΕΤΑΙΡΙΣΜΩΝ ΛΑΚΩΝΙΑΣ- ΑΓΡΟΤΙΚΗ ΕΤΑΙΡΙΚΗ ΣΥΜΠΡΑΞΗ  -ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ,46.33.13.03,Χονδρικό εμπόριο ελαιόλαδου,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),133522.13,133522.13,66761.06
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01191                      ,ΜΑΡΜΥΚ ΗΛΙΟΠΟΥΛΟΣ ΕΠΕ,23.70.1,"Κοπή, μορφοποίηση και τελική επεξεργασία λίθων",ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),144920.22,144920.22,65214.10
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01253                      ,ΦΥΓΟΚΕΝΤΡΟΣ ΕΠΕ,41.20,Κατασκευαστικές εργασίες κτιρίων για κατοικίες και μη,ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),42100.81,42100.81,16103.56
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01258                      ,ΒΑΣΙΛΟΠΟΥΛΟΙ ΑΕ ,16.23,Κατασκευή άλλων ξυλουργικών προϊόντων οικοδομικής,ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),35999.89,35453.12,15953.90
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01276                      ,ΥΙΟΙ ΒΑΣΙΛΕΙΟΥ ΝΟΥΣΙΑ Α.Β.Ε.Ε.,16.10.10.01,Παραγωγή ξυλείας πριονισμένης με μηχανική δύναμη,ΗΠΕΙΡΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),31175.00,31175.00,14028.75
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01333                      ,ΔΗΜ.ΔΗΜΗΤΡΟΠΟΥΛΟΣ & ΣΙΑ ΕΕ,70.22.12.10,Υπηρεσίες μελετών οργάνωσης και επιχειρησιακής έρευνας,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),33551.23,33430.16,14207.82
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01396                      ,ΝΤΕΡΜΑΡΗΣ ΑΛΕΞΑΝΔΡΟΣ & ΣΙΑ Ε.Ε ,62.01.11.02,Υπηρεσίες ανάπτυξης και υποστήριξης λογισμικού εφαρμογών τηλεματικής,ΗΠΕΙΡΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),33486.11,32321.11,14544.50
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01433                      ,ΒΙΟΤΕΧΝΙΑ-ΑΝΤΙΠΡΟΣΩΠΙΕΣ-ΕΜΠΟΡΙΟ-ΔΙΑΝΟΜΕΣ ΕΙΔΩΝ SUPER MARKET ΕΠΕ,10.84,Παραγωγή αρτυμάτων και καρυκευμάτων,ΗΠΕΙΡΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),40633.29,40633.29,15542.23
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01464                      ,ΚΙΚΕΡΩΝ ΕΛΛΑΣ ΑΒΕΤΕ,27.52.14.01,"Κατασκευή ηλιακών θερμοσίφωνων, μη ηλεκτρικών",ΠΕΛΟΠΟΝΝΗΣΟΣ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μικρές και Πολύ Μικρές),219998.75,219350.10,98257.54
ΔΙΑΧΕΙΡΙΣΤΙΚΗ,ΕΞ-01475                      ,ΣΟΥΛΗΣ-ΚΙΟΥΝΗΣ ΚΕΝΤΗΜΑΤΑ ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,13.99.12,"Κατασκευή κεντημάτων σε τόπια, σε ταινίες ή σε αυτοτελή διακοσμητικά σχέδια",ΔΥΤΙΚΗ ΕΛΛΑΔΑ,ΕΠ Ανταγωνιστικότητα και Επιχειρηματικότητα - Άξονας 2 (Μεσαίες),181638.31,177550.28,79897.63
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00057                      ,ΒΑΡΔΗΣ ΞΥΛΙΝΑΚΗΣ ΚΑΙ ΣΙΑ Ε.Ε.,27.52.14.01,"Κατασκευή ηλιακών θερμοσίφωνων, μη ηλεκτρικών",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),226808.51,226808.51,102063.83
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00065                      ,ΒΑΣΙΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΕΙΔΩΝ ΜΗΧΑΝΟΡΓΑΝΩΣΗΣ ΛΟΓΙΣΜΙΚΟΥ ΚΑΙ ΥΠΗΡΕΣΙΩΝ,62.01.11,Υπηρεσίες σχεδιασμού και ανάπτυξης τεχνολογιών της πληροφορίας για εφαρμογές,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),38438.99,32205.65,14492.54
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00131                      ,ΛΕΥΚΗ ΑΛΕΠΟΥ ΕΠΙΚΟΙΝΩΝΙΑ ΠΑΡΑΓΩΓΗ ΟΠΤΙΚΟΑΚΟΥΣΤΙΚΩΝ ΕΡΓΩΝ ΔΙΟΡΓΑΝΩΣΗ ΕΚΔΗΛΩΣΕΩΝ Α.Ε.,58.11.20,"Έκδοση βιβλίων σε δίσκο, ταινία ή άλλα φυσικά μέσα",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),67020.46,67020.45,30159.20
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00134                      ,ΣΕΡΤΟΝ ΕΠΕ,27.51,Κατασκευή ηλεκτρικών οικιακών συσκευών,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),118862.16,118810.24,53419.60
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00142                      ,PANEL PRESS - ΜΟΡΦΟΠΟΙΗΣΗ ΚΑΙ ΕΠΕΞΕΡΓΑΣΙΑ ΑΛΟΥΜΙΝΙΟΥ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,25.11.23,"Δημιουργία άλλων κατασκευών και μερών κατασκευών, κατασκευή λαμαρινών, ράβδων, μορφοράβδων και παρόμοιων ειδών, από σίδηρο, χάλυβα ή αλουμίνιο",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),164180.97,164180.96,73455.93
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00143                      ,ΣΟΛΕ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΗΛΙΑΚΩΝ ΣΥΣΚΕΥΩΝ,27.52,Κατασκευή μη ηλεκτρικών οικιακών συσκευών,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),143412.03,143412.04,64535.42
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00154                      ,"ATHENS TECHNOLOGY CENTER ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ ΕΦΑΡΜΟΓΩΝ ΥΨΗΛΗΣ ΤΕΧΝΟΛΟΓΙΑΣ"" ",62.01.11.01,"Παραγωγή προγραμμάτων ηλεκτρονικών υπολογιστών, που παράγονται ή ολοκληρώνονται κατόπιν παραγγελίας",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),143566.68,134790.60,60655.77
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00171                      ,DEVISE ENGINEERING ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΚΑΤΑΣΚΕΥΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΠΕΡΙΒΑΝΤΟΛΛΟΓΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ,74.10.12,Υπηρεσίες βιομηχανικού σχεδιασμού,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),215347.79,215347.78,96906.50
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00176                      ,ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ ΜΑΘΙΟΣ - ΠΥΡΙΜΑΧΑ Α.Ε.,23.20.13,"Παραγωγή πυρίμαχων τσιμέντων, κονιαμάτων, σκυροδεμάτων και παρόμοιων συνθέσεων π.δ.κ.α.",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),86772.05,86772.05,39047.42
ΕΛ.ΑΝ.ΕΤ,ΕΞ-00179                      ,FA CA D ORO ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ- ΕΡΓΟΣΤΑΣΙΟ ΧΡΥΣΟΧΟΪΑΣ- ΕΜΠΟΡΙΟ ΡΟΛΟΓΙΩΝ,32.12.1,Κατασκευή κοσμημάτων και συναφών ειδών,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),62083.91,68186.67,27937.76
